Empty all garbage cans in house,5,3,true
Sweep Meeting Room,4,3,true
Sweep Pool Room,4,2,true
Wipe Down 1st floor surfaces,4,1,true
Sweep Dining Room,3,2,true
Sweep Foyer & Back Hallway,3,1,false
Sweep basement,2,2,false
Wipe Down 1st & 2nd Floor Bathroom counters,2,1,false
Sweep 1st & 2nd Floor Bathrooms,2,2,false
