Empty all garbage cans in house,5,1,true
Sweep Meeting Room,4,2,true
Sweep Pool Room,4,2,true
Wipe Down 1st floor surfaces,4,1,true
Sweep Dining Room,3,2,true
Sweep Foyer & Back Hallway,3,1,true
Sweep basement,2,2,true
Wipe Down 1st & 2nd Floor Bathroom counters,2,1,true
Sweep 1st & 2nd Floor Bathrooms,2,2,true
